"ID","Name","Source","Repository","License","Language","Formats","Tags","Duplicates","Elements","Relationship","Views"
"60ca98b4-0844-4002-b728-9c24368759c0","TPL","GitHub","unibz-core/ontouml-trust-patterns","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","59","118","15"
"d9d5e515","TOBE VGS","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","169","186","1"
"id-4044d88a4b1c4cd58f8a625e380cbc5f","GEMS Refactor notes","GitHub","GLYCAM-Web/website","GNU Lesser General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","","0","164","229","9"
"c9b77453","analysis patterns overview","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","24","0","1"
"518ca2aa","Flyweight","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","62","86","3"
"f613457c-e177-4e1c-bdc4-5f864ab643e9","AlexSintuSandbox","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","16","22","1"
"3d54d4b1","EIRA v1.0.0","GitHub","cristianvasquez/fast-project-architecture","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","150","168","7"
"id-c2c957b5d7084600af6730c594244ab1","v1","GitHub","wilmerkrisp/unclebob","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","3","90","150","1"
"id-5bc40983-7970-4c26-a480-5e183da9d19d","NEO Architecture Reference Model for .NET Developers (neo-charm)","GitHub","mwherman2000/neo-charm","MIT","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","2","208","116","11"
"66d78f1a","Strategy","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","32","43","2"
"fc81c616","5 Metadata Mapping","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","38","52","1"
"e87126e7","ArchiMate template","GitHub","grupozeety/Community-Arquitectura","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","21","26","30"
"4895e6f2-67db-4bc3-914f-1fae17d11ef5","5 Inventory and Accounting","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","96","122","17"
"225eff63-035e-479a-be23-84c6a33e696d","12 Association Patterns","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","15","18","4"
"id-a5b7bacf795e4faa90bc9079ac58bdee","Autonomous_Mode","GitHub","rbccps-iisc/CAV_RECON","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","36","58","1"
"_LpsRIGZzEe2ck8ytUMEi6A","OST","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","14","1"
"783c4af9","8 separate ways","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","33","71","2"
"ccc2fd94","(new model)","GitHub","samheather/enar","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","11","12","1"
"_cKwQkN0gEe24pIyRZ_lLDw","FleXtory Step 3","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","31","19","2"
"_e-pLMJnYEeuzROqeHhotPw","payments-arch2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","29","20","2"
"bbb1fb27","dependency injection","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","52","57","2"
"id-0aac4c62e89b40fc8624be9719275d77","MangiaTranquillo","GitHub","matteovisotto/PSD-FinalProject","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","33","47","5"
"6a18db2b","PayNow","GitHub","amgadabdelhafez/IT4IT-RA-in-Archi","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","7","276","133","21"
"490512c1-d52a-4558-8ecc-326bcf3cea69","OPBOT","GitHub","bulgemi/opbot","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","112","222","9"
"b05abff0-6b94-45ad-bbb8-e86d49dd9c6a","Create_resource","GitHub","BIBSYSDEV/nva-architecture","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","11","12","1"
